in,side,subside,color,area,margin,overlap,type,filename
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0135.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0110.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0120.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0130.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0139.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0118.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0136.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0134.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0119.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0121.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0129.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0138.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0114.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0133.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0108.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0122.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0115.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0111.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0113.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0128.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0132.jpg
in7,ventral,NA,yellow,area12,NA,NA,ground,in7_ventral_yellow_area12_ground_scale0109.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0062.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0060.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0004.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0066.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0005.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0010.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0014.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0015.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0011.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0063.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0069.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0007.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0068.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0057.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0065.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0016.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0013.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0067.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0061.jpg
in7,ventral,NA,yellow,area3,NA,NA,cover,in7_ventral_yellow_area3_cover_scale0003.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0033.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0022.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0020.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0023.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0017.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0018.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0041.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0040.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0031.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0043.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0036.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0019.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0021.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0035.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0027.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0039.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0042.jpg
in7,ventral,NA,yellow,area3,NA,NA,ground,in7_ventral_yellow_area3_ground_scale0034.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0003.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0028.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0015.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0022.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0004.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0010.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0030.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0005.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0027.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0021.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0006.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0012.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0011.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0001.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0029.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0009.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0002.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0013.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0025.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0024.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0023.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0019.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0014.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0007.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0018.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0017.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0020.jpg
in7,ventral,NA,yellow,area1,NA,NA,cover,in7_ventral_yellow_area1_cover_scale0026.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0046.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0039.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0038.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0049.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0047.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0031.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0054.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0044.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0056.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0032.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0037.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0055.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0033.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0053.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0045.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0052.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0040.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0035.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0042.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0059.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0050.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0036.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0058.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0041.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0051.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0034.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0057.jpg
in7,ventral,NA,yellow,area1,NA,NA,ground,in7_ventral_yellow_area1_ground_scale0048.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0004.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0027.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0028.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0026.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0037.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0031.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0036.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0042.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0017.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0038.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0035.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0052.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0043.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0030.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0032.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0049.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0034.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0007.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0041.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0045.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0029.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0054.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0040.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0046.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0001.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0033.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0051.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0039.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0022.jpg
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0044.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0053.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0050.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0047.bmp
in7,overlap,FW,tan,area22,NA,NA,none,in7_overlap_tan_area22_none_scale0028.bmp
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0057.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0050.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0029.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0047.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0034.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0031.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0048.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0056.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0043.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0036.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0038.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0049.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0052.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0045.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0053.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0040.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0046.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0039.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0054.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0041.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0051.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0042.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0055.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0035.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0044.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0030.jpg
in7,dorsal,NA,black,area6,NA,NA,cover,in7_dorsal_black_area6_cover_scale0032.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0027.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0014.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0015.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0021.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0011.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0012.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0001.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0010.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0020.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0028.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0029.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0025.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0006.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0003.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0007.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0008.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0005.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0002.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0023.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0009.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0016.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0022.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0019.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0026.jpg
in7,dorsal,NA,black,area6,NA,NA,ground,in7_dorsal_black_area6_ground_scale0013.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0057.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0059.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0047.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0034.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0039.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0056.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0038.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0037.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0043.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0036.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0040.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0048.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0060.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0054.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0049.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0035.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0050.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0033.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0051.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0053.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0032.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0045.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0044.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0055.jpg
in7,dorsal,NA,black,area5,NA,NA,cover,in7_dorsal_black_area5_cover_scale0052.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0022.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0007.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0019.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0011.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0005.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0024.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0014.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0027.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0026.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0013.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0023.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0016.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0012.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0021.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0028.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0018.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0025.jpg
in7,dorsal,NA,black,area5,NA,NA,ground,in7_dorsal_black_area5_ground_scale0006.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0028.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0059.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0020.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0066.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0052.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0049.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0016.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0042.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0008.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0036.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0007.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0050.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0002.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0027.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0046.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0061.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0003.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0065.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0018.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0039.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0051.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0032.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0062.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0053.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0038.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0043.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0041.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0009.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0068.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0021.jpg
in7,dorsal,NA,black,area11,NA,NA,cover,in7_dorsal_black_area11_cover_scale0033.jpg
